town_name,municipality
Generaal Alberts Park,gauteng-ekurhuleni-block-1
Thokoza North (mpilisweni And Phenduka And Basothong And Hostels),gauteng-ekurhuleni-block-1
Activia Park,gauteng-ekurhuleni-block-2
Barvallen,gauteng-ekurhuleni-block-2
Dawnview,gauteng-ekurhuleni-block-2
Delmore : Ulana Park,gauteng-ekurhuleni-block-2
Dukathole,gauteng-ekurhuleni-block-2
Fishers Hill,gauteng-ekurhuleni-block-2
Gerdview,gauteng-ekurhuleni-block-2
Henville,gauteng-ekurhuleni-block-2
Homestead,gauteng-ekurhuleni-block-2
Knights,gauteng-ekurhuleni-block-2
Marlands,gauteng-ekurhuleni-block-2
Meadowbrook,gauteng-ekurhuleni-block-2
Rustivia,gauteng-ekurhuleni-block-2
South Germiston,gauteng-ekurhuleni-block-2
Sunnyridge,gauteng-ekurhuleni-block-2
Sunnyrock,gauteng-ekurhuleni-block-2
Symhurst,gauteng-ekurhuleni-block-2
Wannenburg,gauteng-ekurhuleni-block-2
Wannenburg Hoogte,gauteng-ekurhuleni-block-2
Wilbart,gauteng-ekurhuleni-block-2
Witfield,gauteng-ekurhuleni-block-2
Woodmere,gauteng-ekurhuleni-block-2
Pomona,gauteng-ekurhuleni-block-3
Bredell,gauteng-ekurhuleni-block-3
Brentwood Park,gauteng-ekurhuleni-block-3
Glen Marais Ext 49:52:89:98,gauteng-ekurhuleni-block-3
Serengeti,gauteng-ekurhuleni-block-3
Kaalfontein,gauteng-ekurhuleni-block-3
Esselen Park,gauteng-ekurhuleni-block-3
Esselen Park Extensions,gauteng-ekurhuleni-block-3
Welgedacht Town,gauteng-ekurhuleni-block-3
Boksburg East,gauteng-ekurhuleni-block-4
Boksburg South,gauteng-ekurhuleni-block-4
Boksburg Cbd,gauteng-ekurhuleni-block-4
Parkrand,gauteng-ekurhuleni-block-4
Farrar Park,gauteng-ekurhuleni-block-4
Parkdene,gauteng-ekurhuleni-block-4
Cinderella,gauteng-ekurhuleni-block-4
Sunward Park,gauteng-ekurhuleni-block-4
Freeway Park,gauteng-ekurhuleni-block-4
Van Dyk Park,gauteng-ekurhuleni-block-4
Salfin,gauteng-ekurhuleni-block-4
Welgadacht,gauteng-ekurhuleni-block-4
Presida,gauteng-ekurhuleni-block-4
Slovo Park,gauteng-ekurhuleni-block-4
Lazerus,gauteng-ekurhuleni-block-4
Dunnottar,gauteng-ekurhuleni-block-4
Palm Ridge,gauteng-ekurhuleni-block-4
Dawn Park,gauteng-ekurhuleni-block-5
Groeneweide,gauteng-ekurhuleni-block-5
Klipportjie,gauteng-ekurhuleni-block-5
Villa Liza,gauteng-ekurhuleni-block-5
Windmill Park,gauteng-ekurhuleni-block-5
Germiston Cbd,gauteng-ekurhuleni-block-5
Lampton,gauteng-ekurhuleni-block-5
Georgetown,gauteng-ekurhuleni-block-5
Simmerfield,gauteng-ekurhuleni-block-5
Clayville,gauteng-ekurhuleni-block-6
Olifantsfontein,gauteng-ekurhuleni-block-6
Winnie Mandela Zone 2:3:4:5:6:7:9:10:11:12,gauteng-ekurhuleni-block-6
Anderbolt,gauteng-ekurhuleni-block-7
Atlasville,gauteng-ekurhuleni-block-7
Bardene,gauteng-ekurhuleni-block-7
Bartletts,gauteng-ekurhuleni-block-7
Beyerspark,gauteng-ekurhuleni-block-7
Boksburg North,gauteng-ekurhuleni-block-7
Boksburg West,gauteng-ekurhuleni-block-7
Clearwater Estate,gauteng-ekurhuleni-block-7
Comet,gauteng-ekurhuleni-block-7
Dayanglen,gauteng-ekurhuleni-block-7
Delmore,gauteng-ekurhuleni-block-7
Hughes,gauteng-ekurhuleni-block-7
Impala Park,gauteng-ekurhuleni-block-7
Jansen Park,gauteng-ekurhuleni-block-7
Janmutsville,gauteng-ekurhuleni-block-7
Jetpark,gauteng-ekurhuleni-block-7
Lilliaton,gauteng-ekurhuleni-block-7
Plantation,gauteng-ekurhuleni-block-7
Ravensklip,gauteng-ekurhuleni-block-7
Ravenswood,gauteng-ekurhuleni-block-7
Westwood,gauteng-ekurhuleni-block-7
Witfield,gauteng-ekurhuleni-block-7
Witkoppie Ridge,gauteng-ekurhuleni-block-7
Bedfordview,gauteng-ekurhuleni-block-8
Springs,gauteng-ekurhuleni-block-8
New Era,gauteng-ekurhuleni-block-8
Horwood,gauteng-ekurhuleni-block-9
Edenvale,gauteng-ekurhuleni-block-9
Selcourt,gauteng-ekurhuleni-block-9
Petit,gauteng-ekurhuleni-block-10
Putfontein,gauteng-ekurhuleni-block-10
Hillcrest,gauteng-ekurhuleni-block-10
Lillyvale,gauteng-ekurhuleni-block-10
Benoni Agriculture Holdings,gauteng-ekurhuleni-block-10
Marister Benoni North,gauteng-ekurhuleni-block-10
Fairleads,gauteng-ekurhuleni-block-10
Cloverdene,gauteng-ekurhuleni-block-10
Chief A Park,gauteng-ekurhuleni-block-10
Rynfield,gauteng-ekurhuleni-block-10
Northmead 1,gauteng-ekurhuleni-block-10
Brentwood Park,gauteng-ekurhuleni-block-10
Daveyton,gauteng-ekurhuleni-block-10
Etwatwa,gauteng-ekurhuleni-block-10
Kingsway,gauteng-ekurhuleni-block-10
Vezi,gauteng-ekurhuleni-block-10
Kunene,gauteng-ekurhuleni-block-10
Thembisa,gauteng-ekurhuleni-block-11
Birch Arces Ext 23 To Ext 32,gauteng-ekurhuleni-block-11
Winnie Mandela Zone 1:8:11,gauteng-ekurhuleni-block-11
Alrode,gauteng-ekurhuleni-block-12
Reiger Park,gauteng-ekurhuleni-block-12
Mapleton,gauteng-ekurhuleni-block-12
Brakpan Cbd,gauteng-ekurhuleni-block-13
Brakpan Surroundings,gauteng-ekurhuleni-block-13
Glen Erasmia Boulevard,gauteng-ekurhuleni-block-14
Terenure,gauteng-ekurhuleni-block-14
Edleen,gauteng-ekurhuleni-block-14
Van Riebeeck Park,gauteng-ekurhuleni-block-14
Birch Acres,gauteng-ekurhuleni-block-14
Kempton West,gauteng-ekurhuleni-block-14
Glen Marais,gauteng-ekurhuleni-block-14
Allen Grove,gauteng-ekurhuleni-block-14
Bonaero Park,gauteng-ekurhuleni-block-14
Nimrod Park,gauteng-ekurhuleni-block-14
Aston Manor,gauteng-ekurhuleni-block-14
Kempton Park Ext 2:4,gauteng-ekurhuleni-block-14
Glen Erasmia,gauteng-ekurhuleni-block-14
Birchleigh,gauteng-ekurhuleni-block-14
Birchleigh North,gauteng-ekurhuleni-block-14
Kempton Park Cbd,gauteng-ekurhuleni-block-14
Kempton Park Extensions,gauteng-ekurhuleni-block-14
Rhodesfield,gauteng-ekurhuleni-block-14
Cresslawn,gauteng-ekurhuleni-block-14
Kelvin Estate,gauteng-ekurhuleni-block-14
Croydon,gauteng-ekurhuleni-block-14
Spartan,gauteng-ekurhuleni-block-14
Thokoza South,gauteng-ekurhuleni-block-15
Kwathema,gauteng-ekurhuleni-block-15
Albertsdal,gauteng-ekurhuleni-block-15
Actonville,gauteng-ekurhuleni-block-16
Wadeville,gauteng-ekurhuleni-block-16
Buhle Park,gauteng-ekurhuleni-block-16
Phumula,gauteng-ekurhuleni-block-16
Roodekop Ext,gauteng-ekurhuleni-block-16
Rondebult,gauteng-ekurhuleni-block-16
Albermale,gauteng-ekurhuleni-block-16
Norton Small Farm,gauteng-ekurhuleni-block-16
Benoni Cbd,gauteng-ekurhuleni-block-16
Mackenzie Park,gauteng-ekurhuleni-block-16
Lakefield,gauteng-ekurhuleni-block-16
Farrarmere,gauteng-ekurhuleni-block-16
Northmead 2,gauteng-ekurhuleni-block-16
Alrode 2,gauteng-ekurhuleni-block-1
Alrode Ext 2:4:5:7:8,gauteng-ekurhuleni-block-1
Arndhart,gauteng-ekurhuleni-block-1
Meyersdal,gauteng-ekurhuleni-block-1
Brackenhurst,gauteng-ekurhuleni-block-1
Brackenhurst North,gauteng-ekurhuleni-block-1
Meyberry Park,gauteng-ekurhuleni-block-1
Thokoza North,gauteng-ekurhuleni-block-1
Alberts Park,gauteng-ekurhuleni-block-1
Randhart,gauteng-ekurhuleni-block-1
Brackendowns Excluding Ext 5,gauteng-ekurhuleni-block-1
Mayberry Park,gauteng-ekurhuleni-block-1
Generaal Alberts Park,gauteng-ekurhuleni-block-1
Thokoza North (mpilisweni And Phenduka And Basothong And Hostels),gauteng-ekurhuleni-block-1
Activia Park,gauteng-ekurhuleni-block-2
Barvallen,gauteng-ekurhuleni-block-2
Dawnview,gauteng-ekurhuleni-block-2
Delmore : Ulana Park,gauteng-ekurhuleni-block-2
Dukathole,gauteng-ekurhuleni-block-2
Fishers Hill,gauteng-ekurhuleni-block-2
Gerdview,gauteng-ekurhuleni-block-2
Henville,gauteng-ekurhuleni-block-2
Homestead,gauteng-ekurhuleni-block-2
Knights,gauteng-ekurhuleni-block-2
Marlands,gauteng-ekurhuleni-block-2
Meadowbrook,gauteng-ekurhuleni-block-2
Rustivia,gauteng-ekurhuleni-block-2
South Germiston,gauteng-ekurhuleni-block-2
Sunnyridge,gauteng-ekurhuleni-block-2
Sunnyrock,gauteng-ekurhuleni-block-2
Symhurst,gauteng-ekurhuleni-block-2
Wannenburg,gauteng-ekurhuleni-block-2
Wannenburg Hoogte,gauteng-ekurhuleni-block-2
Wilbart,gauteng-ekurhuleni-block-2
Witfield,gauteng-ekurhuleni-block-2
Woodmere,gauteng-ekurhuleni-block-2
Pomona,gauteng-ekurhuleni-block-3
Bredell,gauteng-ekurhuleni-block-3
Brentwood Park,gauteng-ekurhuleni-block-3
Glen Marais Ext 49:52:89:98,gauteng-ekurhuleni-block-3
Serengeti,gauteng-ekurhuleni-block-3
Kaalfontein,gauteng-ekurhuleni-block-3
Esselen Park,gauteng-ekurhuleni-block-3
Esselen Park Extensions,gauteng-ekurhuleni-block-3
Welgedacht Town,gauteng-ekurhuleni-block-3
Boksburg East,gauteng-ekurhuleni-block-4
Boksburg South,gauteng-ekurhuleni-block-4
Boksburg Cbd,gauteng-ekurhuleni-block-4
Parkrand,gauteng-ekurhuleni-block-4
Farrar Park,gauteng-ekurhuleni-block-4
Parkdene,gauteng-ekurhuleni-block-4
Cinderella,gauteng-ekurhuleni-block-4
Sunward Park,gauteng-ekurhuleni-block-4
Freeway Park,gauteng-ekurhuleni-block-4
Van Dyk Park,gauteng-ekurhuleni-block-4
Salfin,gauteng-ekurhuleni-block-4
Welgadacht,gauteng-ekurhuleni-block-4
Presida,gauteng-ekurhuleni-block-4
Slovo Park,gauteng-ekurhuleni-block-4
Lazerus,gauteng-ekurhuleni-block-4
Dunnottar,gauteng-ekurhuleni-block-4
Palm Ridge,gauteng-ekurhuleni-block-4
Dawn Park,gauteng-ekurhuleni-block-5
Groeneweide,gauteng-ekurhuleni-block-5
Klipportjie,gauteng-ekurhuleni-block-5
Villa Liza,gauteng-ekurhuleni-block-5
Windmill Park,gauteng-ekurhuleni-block-5
Germiston Cbd,gauteng-ekurhuleni-block-5
Lampton,gauteng-ekurhuleni-block-5
Georgetown,gauteng-ekurhuleni-block-5
Simmerfield,gauteng-ekurhuleni-block-5
Clayville,gauteng-ekurhuleni-block-6
Olifantsfontein,gauteng-ekurhuleni-block-6
Winnie Mandela Zone 2:3:4:5:6:7:9:10:11:12,gauteng-ekurhuleni-block-6
Anderbolt,gauteng-ekurhuleni-block-7
Atlasville,gauteng-ekurhuleni-block-7
Bardene,gauteng-ekurhuleni-block-7
Bartletts,gauteng-ekurhuleni-block-7
Beyerspark,gauteng-ekurhuleni-block-7
Boksburg North,gauteng-ekurhuleni-block-7
Boksburg West,gauteng-ekurhuleni-block-7
Clearwater Estate,gauteng-ekurhuleni-block-7
Comet,gauteng-ekurhuleni-block-7
Dayanglen,gauteng-ekurhuleni-block-7
Delmore,gauteng-ekurhuleni-block-7
Hughes,gauteng-ekurhuleni-block-7
Impala Park,gauteng-ekurhuleni-block-7
Jansen Park,gauteng-ekurhuleni-block-7
Janmutsville,gauteng-ekurhuleni-block-7
Jetpark,gauteng-ekurhuleni-block-7
Lilliaton,gauteng-ekurhuleni-block-7
Plantation,gauteng-ekurhuleni-block-7
Ravensklip,gauteng-ekurhuleni-block-7
Ravenswood,gauteng-ekurhuleni-block-7
Westwood,gauteng-ekurhuleni-block-7
Witfield,gauteng-ekurhuleni-block-7
Witkoppie Ridge,gauteng-ekurhuleni-block-7
Bedfordview,gauteng-ekurhuleni-block-8
Springs,gauteng-ekurhuleni-block-8
New Era,gauteng-ekurhuleni-block-8
Horwood,gauteng-ekurhuleni-block-9
Edenvale,gauteng-ekurhuleni-block-9
Selcourt,gauteng-ekurhuleni-block-9
Petit,gauteng-ekurhuleni-block-10
Putfontein,gauteng-ekurhuleni-block-10
Hillcrest,gauteng-ekurhuleni-block-10
Lillyvale,gauteng-ekurhuleni-block-10
Benoni Agriculture Holdings,gauteng-ekurhuleni-block-10
Marister Benoni North,gauteng-ekurhuleni-block-10
Fairleads,gauteng-ekurhuleni-block-10
Cloverdene,gauteng-ekurhuleni-block-10
Chief A Park,gauteng-ekurhuleni-block-10
Rynfield,gauteng-ekurhuleni-block-10
Northmead 1,gauteng-ekurhuleni-block-10
Brentwood Park,gauteng-ekurhuleni-block-10
Daveyton,gauteng-ekurhuleni-block-10
Etwatwa,gauteng-ekurhuleni-block-10
Kingsway,gauteng-ekurhuleni-block-10
Vezi,gauteng-ekurhuleni-block-10
Kunene,gauteng-ekurhuleni-block-10
Thembisa,gauteng-ekurhuleni-block-11
Birch Arces Ext 23 To Ext 32,gauteng-ekurhuleni-block-11
Winnie Mandela Zone 1:8:11,gauteng-ekurhuleni-block-11
Alrode,gauteng-ekurhuleni-block-12
Reiger Park,gauteng-ekurhuleni-block-12
Mapleton,gauteng-ekurhuleni-block-12
Brakpan Cbd,gauteng-ekurhuleni-block-13
Brakpan Surroundings,gauteng-ekurhuleni-block-13
Glen Erasmia Boulevard,gauteng-ekurhuleni-block-14
Terenure,gauteng-ekurhuleni-block-14
Edleen,gauteng-ekurhuleni-block-14
Van Riebeeck Park,gauteng-ekurhuleni-block-14
Birch Acres,gauteng-ekurhuleni-block-14
Kempton West,gauteng-ekurhuleni-block-14
Glen Marais,gauteng-ekurhuleni-block-14
Allen Grove,gauteng-ekurhuleni-block-14
Bonaero Park,gauteng-ekurhuleni-block-14
Nimrod Park,gauteng-ekurhuleni-block-14
Aston Manor,gauteng-ekurhuleni-block-14
Kempton Park Ext 2:4,gauteng-ekurhuleni-block-14
Glen Erasmia,gauteng-ekurhuleni-block-14
Birchleigh,gauteng-ekurhuleni-block-14
Birchleigh North,gauteng-ekurhuleni-block-14
Kempton Park Cbd,gauteng-ekurhuleni-block-14
Kempton Park Extensions,gauteng-ekurhuleni-block-14
Rhodesfield,gauteng-ekurhuleni-block-14
Cresslawn,gauteng-ekurhuleni-block-14
Kelvin Estate,gauteng-ekurhuleni-block-14
Croydon,gauteng-ekurhuleni-block-14
Spartan,gauteng-ekurhuleni-block-14
Thokoza South,gauteng-ekurhuleni-block-15
Kwathema,gauteng-ekurhuleni-block-15
Albertsdal,gauteng-ekurhuleni-block-15
Actonville,gauteng-ekurhuleni-block-16
Wadeville,gauteng-ekurhuleni-block-16
Buhle Park,gauteng-ekurhuleni-block-16
Phumula,gauteng-ekurhuleni-block-16
Roodekop Ext,gauteng-ekurhuleni-block-16
Rondebult,gauteng-ekurhuleni-block-16
Albermale,gauteng-ekurhuleni-block-16
Norton Small Farm,gauteng-ekurhuleni-block-16
Benoni Cbd,gauteng-ekurhuleni-block-16
Mackenzie Park,gauteng-ekurhuleni-block-16
Lakefield,gauteng-ekurhuleni-block-16
Farrarmere,gauteng-ekurhuleni-block-16
Northmead 2,gauteng-ekurhuleni-block-16
Alrode 2,gauteng-ekurhuleni-block-1
Alrode Ext 2:4:5:7:8,gauteng-ekurhuleni-block-1
Arndhart,gauteng-ekurhuleni-block-1
Meyersdal,gauteng-ekurhuleni-block-1
Brackenhurst,gauteng-ekurhuleni-block-1
Brackenhurst North,gauteng-ekurhuleni-block-1
Meyberry Park,gauteng-ekurhuleni-block-1
Thokoza North,gauteng-ekurhuleni-block-1
Alberts Park,gauteng-ekurhuleni-block-1
Randhart,gauteng-ekurhuleni-block-1
Brackendowns Excluding Ext 5,gauteng-ekurhuleni-block-1
Mayberry Park,gauteng-ekurhuleni-block-1
Generaal Alberts Park,gauteng-ekurhuleni-block-1
Thokoza North (mpilisweni And Phenduka And Basothong And Hostels),gauteng-ekurhuleni-block-1
Activia Park,gauteng-ekurhuleni-block-2
Barvallen,gauteng-ekurhuleni-block-2
Dawnview,gauteng-ekurhuleni-block-2
Delmore : Ulana Park,gauteng-ekurhuleni-block-2
Dukathole,gauteng-ekurhuleni-block-2
Fishers Hill,gauteng-ekurhuleni-block-2
Gerdview,gauteng-ekurhuleni-block-2
Henville,gauteng-ekurhuleni-block-2
Homestead,gauteng-ekurhuleni-block-2
Knights,gauteng-ekurhuleni-block-2
Marlands,gauteng-ekurhuleni-block-2
Meadowbrook,gauteng-ekurhuleni-block-2
Rustivia,gauteng-ekurhuleni-block-2
South Germiston,gauteng-ekurhuleni-block-2
Sunnyridge,gauteng-ekurhuleni-block-2
Sunnyrock,gauteng-ekurhuleni-block-2
Symhurst,gauteng-ekurhuleni-block-2
Wannenburg,gauteng-ekurhuleni-block-2
Wannenburg Hoogte,gauteng-ekurhuleni-block-2
Wilbart,gauteng-ekurhuleni-block-2
Witfield,gauteng-ekurhuleni-block-2
Woodmere,gauteng-ekurhuleni-block-2
Pomona,gauteng-ekurhuleni-block-3
Bredell,gauteng-ekurhuleni-block-3
Brentwood Park,gauteng-ekurhuleni-block-3
Glen Marais Ext 49:52:89:98,gauteng-ekurhuleni-block-3
Serengeti,gauteng-ekurhuleni-block-3
Kaalfontein,gauteng-ekurhuleni-block-3
Esselen Park,gauteng-ekurhuleni-block-3
Esselen Park Extensions,gauteng-ekurhuleni-block-3
Welgedacht Town,gauteng-ekurhuleni-block-3
Boksburg East,gauteng-ekurhuleni-block-4
Boksburg South,gauteng-ekurhuleni-block-4
Boksburg Cbd,gauteng-ekurhuleni-block-4
Parkrand,gauteng-ekurhuleni-block-4
Farrar Park,gauteng-ekurhuleni-block-4
Parkdene,gauteng-ekurhuleni-block-4
Cinderella,gauteng-ekurhuleni-block-4
Sunward Park,gauteng-ekurhuleni-block-4
Freeway Park,gauteng-ekurhuleni-block-4
Van Dyk Park,gauteng-ekurhuleni-block-4
Salfin,gauteng-ekurhuleni-block-4
Welgadacht,gauteng-ekurhuleni-block-4
Presida,gauteng-ekurhuleni-block-4
Slovo Park,gauteng-ekurhuleni-block-4
Lazerus,gauteng-ekurhuleni-block-4
Dunnottar,gauteng-ekurhuleni-block-4
Palm Ridge,gauteng-ekurhuleni-block-4
Dawn Park,gauteng-ekurhuleni-block-5
Groeneweide,gauteng-ekurhuleni-block-5
Klipportjie,gauteng-ekurhuleni-block-5
Villa Liza,gauteng-ekurhuleni-block-5
Windmill Park,gauteng-ekurhuleni-block-5
Germiston Cbd,gauteng-ekurhuleni-block-5
Lampton,gauteng-ekurhuleni-block-5
Georgetown,gauteng-ekurhuleni-block-5
Simmerfield,gauteng-ekurhuleni-block-5
Clayville,gauteng-ekurhuleni-block-6
Olifantsfontein,gauteng-ekurhuleni-block-6
Winnie Mandela Zone 2:3:4:5:6:7:9:10:11:12,gauteng-ekurhuleni-block-6
Anderbolt,gauteng-ekurhuleni-block-7
Atlasville,gauteng-ekurhuleni-block-7
Bardene,gauteng-ekurhuleni-block-7
Bartletts,gauteng-ekurhuleni-block-7
Beyerspark,gauteng-ekurhuleni-block-7
Boksburg North,gauteng-ekurhuleni-block-7
Boksburg West,gauteng-ekurhuleni-block-7
Clearwater Estate,gauteng-ekurhuleni-block-7
Comet,gauteng-ekurhuleni-block-7
Dayanglen,gauteng-ekurhuleni-block-7
Delmore,gauteng-ekurhuleni-block-7
Hughes,gauteng-ekurhuleni-block-7
Impala Park,gauteng-ekurhuleni-block-7
Jansen Park,gauteng-ekurhuleni-block-7
Janmutsville,gauteng-ekurhuleni-block-7
Jetpark,gauteng-ekurhuleni-block-7
Lilliaton,gauteng-ekurhuleni-block-7
Plantation,gauteng-ekurhuleni-block-7
Ravensklip,gauteng-ekurhuleni-block-7
Ravenswood,gauteng-ekurhuleni-block-7
Westwood,gauteng-ekurhuleni-block-7
Witfield,gauteng-ekurhuleni-block-7
Witkoppie Ridge,gauteng-ekurhuleni-block-7
Bedfordview,gauteng-ekurhuleni-block-8
Springs,gauteng-ekurhuleni-block-8
New Era,gauteng-ekurhuleni-block-8
Horwood,gauteng-ekurhuleni-block-9
Edenvale,gauteng-ekurhuleni-block-9
Selcourt,gauteng-ekurhuleni-block-9
Petit,gauteng-ekurhuleni-block-10
Putfontein,gauteng-ekurhuleni-block-10
Hillcrest,gauteng-ekurhuleni-block-10
Lillyvale,gauteng-ekurhuleni-block-10
Benoni Agriculture Holdings,gauteng-ekurhuleni-block-10
Marister Benoni North,gauteng-ekurhuleni-block-10
Fairleads,gauteng-ekurhuleni-block-10
Cloverdene,gauteng-ekurhuleni-block-10
Chief A Park,gauteng-ekurhuleni-block-10
Rynfield,gauteng-ekurhuleni-block-10
Northmead 1,gauteng-ekurhuleni-block-10
Brentwood Park,gauteng-ekurhuleni-block-10
Daveyton,gauteng-ekurhuleni-block-10
Etwatwa,gauteng-ekurhuleni-block-10
Kingsway,gauteng-ekurhuleni-block-10
Vezi,gauteng-ekurhuleni-block-10
Kunene,gauteng-ekurhuleni-block-10
Thembisa,gauteng-ekurhuleni-block-11
Birch Arces Ext 23 To Ext 32,gauteng-ekurhuleni-block-11
Winnie Mandela Zone 1:8:11,gauteng-ekurhuleni-block-11
Alrode,gauteng-ekurhuleni-block-12
Reiger Park,gauteng-ekurhuleni-block-12
Mapleton,gauteng-ekurhuleni-block-12
Brakpan Cbd,gauteng-ekurhuleni-block-13
Brakpan Surroundings,gauteng-ekurhuleni-block-13
Glen Erasmia Boulevard,gauteng-ekurhuleni-block-14
Terenure,gauteng-ekurhuleni-block-14
Edleen,gauteng-ekurhuleni-block-14
Van Riebeeck Park,gauteng-ekurhuleni-block-14
Birch Acres,gauteng-ekurhuleni-block-14
Kempton West,gauteng-ekurhuleni-block-14
Glen Marais,gauteng-ekurhuleni-block-14
Allen Grove,gauteng-ekurhuleni-block-14
Bonaero Park,gauteng-ekurhuleni-block-14
Nimrod Park,gauteng-ekurhuleni-block-14
Aston Manor,gauteng-ekurhuleni-block-14
Kempton Park Ext 2:4,gauteng-ekurhuleni-block-14
Glen Erasmia,gauteng-ekurhuleni-block-14
Birchleigh,gauteng-ekurhuleni-block-14
Birchleigh North,gauteng-ekurhuleni-block-14
Kempton Park Cbd,gauteng-ekurhuleni-block-14
Kempton Park Extensions,gauteng-ekurhuleni-block-14
Rhodesfield,gauteng-ekurhuleni-block-14
Cresslawn,gauteng-ekurhuleni-block-14
Kelvin Estate,gauteng-ekurhuleni-block-14
Croydon,gauteng-ekurhuleni-block-14
Spartan,gauteng-ekurhuleni-block-14
Thokoza South,gauteng-ekurhuleni-block-15
wethinkcode_@pop-os:~/town_collector$ node index.js 
App running on port 3000
Peacehaven,gauteng-emfuleni-area-a1
Duncanville Ext4,gauteng-emfuleni-area-a1
Proroof,gauteng-emfuleni-area-a1
Sar Houses,gauteng-emfuleni-area-a1
Usco Flat In Peacehaven,gauteng-emfuleni-area-a1
Indian Plaza,gauteng-emfuleni-area-a2
Rivera Aquatic Club,gauteng-emfuleni-area-a2
Vereeniging Cbd,gauteng-emfuleni-area-a2
Leeuhof,gauteng-emfuleni-area-a2
Vereeniging Area,gauteng-emfuleni-area-a2
Three Rivers Proper West,gauteng-emfuleni-area-a3
Three Rivers Ext1,gauteng-emfuleni-area-a3
Three Rivers Proper East,gauteng-emfuleni-area-a3
Klipplardrift,gauteng-emfuleni-area-a3
Three Rivers Ext2,gauteng-emfuleni-area-a3
Three Rivers Mall And Midvaal Hospital,gauteng-emfuleni-area-a3
Steelpark,gauteng-emfuleni-area-a4
Homer,gauteng-emfuleni-area-a4
Tshepiso,gauteng-emfuleni-area-a4
Roods Garden,gauteng-emfuleni-area-a4
Powerville Main Leeukuil(water Treatment Plant,gauteng-emfuleni-area-a5
Market,gauteng-emfuleni-area-a5
Prison,gauteng-emfuleni-area-a5
Premeur Foods),gauteng-emfuleni-area-a5
Premiuer Milling,gauteng-emfuleni-area-a5
Saps,gauteng-emfuleni-area-a5
Huawei,gauteng-emfuleni-area-a5
Powerville Industrial,gauteng-emfuleni-area-a6
Arconpark,gauteng-emfuleni-area-a7
Waldrift,gauteng-emfuleni-area-a7
Springkol,gauteng-emfuleni-area-a7
Duncanville,gauteng-emfuleni-area-a7
Vereeniging Ext1,gauteng-emfuleni-area-a7
Unitaspark,gauteng-emfuleni-area-a7
Redan,gauteng-emfuleni-area-a7
Kopanong,gauteng-emfuleni-area-a7
Sa Block,gauteng-emfuleni-area-a7
Duncanville Ext3,gauteng-emfuleni-area-a7
Mitco,gauteng-emfuleni-area-a8
Metso,gauteng-emfuleni-area-a8
Vaal Toyota,gauteng-emfuleni-area-a8
Duncaville Industrial,gauteng-emfuleni-area-a8
Dickson Batteries,gauteng-emfuleni-area-a8
Blue Ribbon,gauteng-emfuleni-area-a8
Ctm,gauteng-emfuleni-area-a8
Union Steel And Usco 5,gauteng-emfuleni-area-a9
Verref,gauteng-emfuleni-area-a10
Vanderbijlpark Ne 3 Industries( Metal Box,gauteng-emfuleni-area-a11
Collect A Can,gauteng-emfuleni-area-a11
Divpac,gauteng-emfuleni-area-a11
Central Wire Industries),gauteng-emfuleni-area-a11
Vanderbijlpark Se 6 7 8 10,gauteng-emfuleni-area-a12
Riverbend Gardens,gauteng-emfuleni-area-a12
Emerald And Nwu,gauteng-emfuleni-area-a12
Riverspray,gauteng-emfuleni-area-a12
Curro,gauteng-emfuleni-area-a12
Vanderbijlpark Nw7 Industries ( Slagment,gauteng-emfuleni-area-a13
Afrox,gauteng-emfuleni-area-a13
Dorbyl ),gauteng-emfuleni-area-a13
Vanderbijlpark Cw 2 To 6,gauteng-emfuleni-area-a14
Bophelong,gauteng-emfuleni-area-a14
Vanderbijlpark Nw 7,gauteng-emfuleni-area-a14
Bonanne And Stefano Park,gauteng-emfuleni-area-a14
Vecor (sarco,gauteng-emfuleni-area-a15
Clotan Steel),gauteng-emfuleni-area-a15
Vanderbijlpark Sw 1 2 5,gauteng-emfuleni-area-a16
Vanderbijlpark Se 1 To 4,gauteng-emfuleni-area-a16
Mantevrede,gauteng-emfuleni-area-a16
Lasiandra,gauteng-emfuleni-area-a16
Flora Gardens And Vaal Mall,gauteng-emfuleni-area-a16
Cape Gate,gauteng-emfuleni-area-a17
Roshnee,gauteng-emfuleni-area-a18
Rustervaal,gauteng-emfuleni-area-a18
Dudaville,gauteng-emfuleni-area-a18
Dreamlads,gauteng-emfuleni-area-a18
Roshashia,gauteng-emfuleni-area-a18
Waterdaal,gauteng-emfuleni-area-a18
Lenteland,gauteng-emfuleni-area-a18
Ocon,gauteng-emfuleni-area-a18
Vlaakfontein,gauteng-emfuleni-area-a18
Koppiesol,gauteng-emfuleni-area-a18
Sebokeng Hostel,gauteng-emfuleni-area-a19
Peace Height,gauteng-emfuleni-area-a19
Ironside,gauteng-emfuleni-area-a19
Tshepong,gauteng-emfuleni-area-a19
Eatonside,gauteng-emfuleni-area-a19
Vaalower,gauteng-emfuleni-area-a19
Mckinnon Chain,gauteng-emfuleni-area-a20
Sonlandpark,gauteng-emfuleni-area-a21
Falcon Ridge,gauteng-emfuleni-area-a21
Helenasrus,gauteng-emfuleni-area-a21
Van Der Merweskroon And Harmoniesrus,gauteng-emfuleni-area-a21
Lanteland,gauteng-emfuleni-area-a21
Bedworthpark,gauteng-emfuleni-area-a22
Vanderbijlpark Cbd,gauteng-emfuleni-area-a23
